identifiant	tei:title	marc:titre_propre	site:nom	site:prenom	Nom:majuscules	Nom :capitalisés 	Idref:key	Idref:url	site:promotion	benc:pp	site :tri	site :sexe	site :notBefore	site :notAfter	site :professeur	site :lodel	Commentaire	benc:volume	benc:autorite?	site:id?	Date d'édition	Promotion	TOME	"COTE Thèse AN 
AB XXVIII "	ppn thèse (NC=non catalogué)	Lieu	Début-Fin de période	Dimensions en cm	Cote Thèse BENC	Renseigner : contribue au constat d'état
ENCPOS_1935_12	Étude sur la littérature scandinave qui dérive de la Karlamagnussaga	Étude sur la littérature scandinave qui dérive de la Karlamagnussaga	Gjerlöw	Lilli	LILLI GJERLÖW	Lilli Gjerlöw			1935	105-111	gjerlow	2	1350	1450				12-1934-1937	Gjerlöw, Lilli	193512		1935			NC		1350-1450			bon état
ENCPOS_1935_13	Saint-Germain-l’Auxerrois à Paris. Essai historique	Saint-Germain-l’Auxerrois à Paris. Essai historique	Hardel	Émilie	ÉMILIE HARDEL	Émilie Hardel			1935	113-119	hardel	2	500	1935				12-1934-1937	Hardel, Émilie	193513		1935			NC		500-1935			bon état
ENCPOS_1935_14	Histoire de l’abbaye de Saint-Evroul de 1050 à 1392	Histoire de l’abbaye de Saint-Evroul de 1050 à 1392	Langlais	Suzanne	SUZANNE LANGLAIS	Suzanne Langlais			1935	121-127	langlais	2	1050	1392				12-1934-1937	Langlais, Suzanne	193514		1935			NC		1050-1392			bon état
ENCPOS_1935_15	La chronique de Sainte-Bénigne	La chronique de Sainte-Bénigne	Lasnet-Meusy	Lucienne	LUCIENNE LASNET-MEUSY	Lucienne Lasnet-Meusy			1935	129-135	lasnet	2	1058	1066				12-1934-1937	Lasnet-Meusy, Lucienne	193515		1935			NC		1058-1066			bon état
ENCPOS_1935_16	Guillaume_de_Tignonville, prévôt de Paris	Guillaume de Tignonville, prévôt de Paris	Level	Lise	LISE LEVEL	Lise Level			1935	137-144	level	2	1401	1408				12-1934-1937	Level, Lise	193516		1935			NC		1401-1408			bon état
ENCPOS_1935_17	L’exemption et le gouvernement de l’Ordre_Cistercien aux <abbr>xii<sup>e</sup></abbr> et <abbr>xii<sup>e</sup></abbr> siècles (1119-1265)	L’exemption et le gouvernement de l’Ordre Cistercien aux xiie et xiiie siècles (1119-1265)	Mahn	Jean-Berthold	JEAN-BERTHOLD MAHN	Jean-Berthold Mahn			1935	145-152	mahn	1	1119	1265				12-1934-1937	Mahn, Jean-Berthold	193517		1935			NC		1119-1265			bon état
ENCPOS_1935_18	Les chanceliers Guillaume et Guy_de_Rochefort	Les chanceliers Guillaume et Guy_de_Rochefort	Mangin	Joseph	JOSEPH MANGIN	Joseph Mangin			1935	153-158	mangin	1	1447	1507				12-1934-1937	Mangin, Joseph	193518		1935			NC		1447-1507			bon état
ENCPOS_1935_19	La vie économique à Lille sous Philippe_le_Bon	La vie économique à Lille sous Philippe_le_Bon	Marquant	Robert	ROBERT MARQUANT	Robert Marquant			1935	159-172	marquant	1	1396	1467				12-1934-1937	Marquant, Robert	193519		1935			NC		1396-1467			bon état
ENCPOS_1935_20	Les frontières des comtés de Provence et de Forcalquier du <abbr>xii<sup>e</sup></abbr> siècle à 1481	Les frontières des comtés de Provence et de Forcalquier du xiie siècle à 1481	Poindron	Paul	PAUL POINDRON	Paul Poindron			1935	173-183	poindron	1	1100	1481				12-1934-1937	Poindron, Paul	193520		1935			NC		1100-1481			bon état
ENCPOS_1935_21	Le temporel de l’évêché de Metz des origines à 960. Formation de la seigneurie ecclésiastique	Le temporel de l’évêché de Metz des origines à 960. Formation de la seigneurie ecclésiastique	Sibertin-Blanc	Claude	CLAUDE SIBERTIN-BLANC	Claude Sibertin-Blanc			1935	185-194	sibertin	2	400	960				12-1934-1937	Sibertin-Blanc, Claude	193521		1935			NC		400-960			bon état
ENCPOS_1935_22	Les églises des <abbr>xiii<sup>e</sup></abbr> et <abbr>xiv<sup>e</sup></abbr> siècles dans le département de la Manche	Les églises des xiiie et xive siècles dans le département de la Manche	Thibout	Marc	MARC THIBOUT	Marc Thibout			1935	195-207	thibout	1	1200	1399				12-1934-1937	Thibout, Marc	193522		1935			NC		1200-1399			bon état
ENCPOS_1935_23	Les franchises des communautés du Haut-Dauphiné (1209-1349)	Les franchises des communautés du Haut-Dauphiné (1209-1349)	Vaillant	Pierre	PIERRE VAILLANT	Pierre Vaillant			1935	209-221	vaillant	1	1209	1349				12-1934-1937	Vaillant, Pierre	193523		1935			NC		1209-1349			bon état
ENCPOS_1935_24	La monnaie de Vienne	La monnaie de Vienne	Villard	André	ANDRÉ VILLARD	André Villard			1935	223-231	villard	1	500	1499				12-1934-1937	Villard, André	193524		1935			NC		500-1499			bon état
ENCPOS_1935_NEXT		pages postliminaires							1935	-233								12-1934-1937												
ENCPOS_1935_PREV		pages liminaires							1935	0-4								12-1934-1937												
ENCPOS_1936_01	Les Occidentaux à Byzance aux <abbr>xi<sup>e</sup></abbr> et <abbr>xii<sup>e</sup></abbr> siècles	Les Occidentaux à Byzance aux xie et xiie siècles	Caumont La Force, De	Jacques	JACQUES DE CAUMONT LA FORCE	Jacques de Caumont La Force			1936	5-10	caumontlaforce	1	1000	1199				12-1934-1937	Caumont La Force, De, Jacques	193601		1936			NC		1000-1199			bon état
ENCPOS_1936_02	L’aide financière aux protestants convertis. Étude sur le Tiers des Economats et la régie des biens des religionnaires fugitifs, des origines à 1724	L’aide financière aux protestants convertis. Étude sur le Tiers des Économats et la régie des biens des religionnaires fugitifs, des origines à 1724	Delattre	Hélène	HÉLÈNE DELATTRE	Hélène Delattre			1936	11-19	delattre	2	1500	1724				12-1934-1937	Delattre, Hélène	193602		1936			NC		1500-1724			bon état
ENCPOS_1936_03	L’administration municipale à Pontoise, de 1188 au début du <abbr>xvi<sup>e</sup></abbr> siècle	L’administration municipale à Pontoise, de 1188 au début du xvie siècle	Dousset	François	FRANÇOIS DOUSSET	François Dousset			1936	21-26	dousset	1	1188	1550				12-1934-1937	Dousset, François	193603		1936			NC		1188-1550			bon état
ENCPOS_1936_04	Le préambule des diplômes byzantins jusqu’à la fin du <abbr>xiii<sup>e</sup></abbr> siècle	Le préambule des diplômes byzantins jusqu’à la fin du xiiie siècle	Dubois	Jean	JEAN DUBOIS	Jean Dubois			1936	27-35	dubois	1	476	1299				12-1934-1937	Dubois, Jean	193604		1936			NC		476-1299			bon état
ENCPOS_1936_05	Histoire des comtes de Genève du <abbr>xi<sup>e</sup></abbr> siècle à 1401	Histoire des comtes de Genève du xie siècle à 1401	Duparc	Pierre	PIERRE DUPARC	Pierre Duparc			1936	37-41	duparc	1	1000	1401				12-1934-1937	Duparc, Pierre	193605		1936			NC		1000-1401			bon état
ENCPOS_1936_06	Jean_Scot_Erigène, traducteur de Maxime_le_Confesseur	Jean Scot Érigène, traducteur de Maxime le Confesseur	Flambard	Raymond	RAYMOND FLAMBARD	Raymond Flambard			1936	43-47	flambard	1	800	876				12-1934-1937	Flambard, Raymond	193606		1936			NC		800-876			bon état
ENCPOS_1936_07	La léproserie du Val d’Abbeville du <abbr>xii<sup>e</sup></abbr> au <abbr>xvii<sup>e</sup></abbr> siècle	La léproserie du Val d’Abbeville du xiie au xviie siècle	Hanote	Germaine	GERMAINE HANOTE	Germaine Hanote			1936	49-58	hanote	2	1100	1699				12-1934-1937	Hanote, Germaine	193607		1936			NC		1100-1699			bon état
ENCPOS_1936_08	L’activité militaire des clercs à l’époque franque	L’activité militaire des clercs à l’époque franque	Hildesheimer	Ernest	ERNEST HILDESHEIMER	Ernest Hildesheimer			1936	59-76	hildesheimer	1	400	842				12-1934-1937	Hildesheimer, Ernest	193608		1936			NC		400-842			bon état
ENCPOS_1936_09	La baronnie de Vitré. Histoire et organisation du <abbr>xi<sup>e</sup></abbr> au <abbr>xvi<sup>e</sup></abbr> siècle	La baronnie de Vitré. Histoire et organisation du xie au xvie siècle	Labbé	Yvonne	YVONNE LABBÉ	Yvonne Labbé			1936	77-85	labbe	2	1000	1699				12-1934-1937	Labbé, Yvonne	193609		1936			NC		1000-1699			bon état
ENCPOS_1936_10	Gaston_du_Lyon, serviteur de Louis_XI et de Charles_VIII	Gaston du Lyon, serviteur de Louis XI et de Charles VIII	Lardy	Anne-Marie	ANNE-MARIE LARDY	Anne-Marie Lardy			1936	87-93	lardy	2	1461	1498				12-1934-1937	Lardy, Anne-Marie	193610		1936			NC		1461-1498			bon état
ENCPOS_1936_11	Histoire de Morlaix jusqu’à la fin de l’Ancien_Régime	Histoire de Morlaix jusqu’à la fin de l’Ancien Régime	Lécureux	Bernadette	BERNADETTE LÉCUREUX	Bernadette Lécureux			1936	95-106	lecureux	2	500	1789				12-1934-1937	Lécureux, Bernadette	193612		1936			NC		500-1789			bon état
ENCPOS_1936_12	La cour_des_aides de Normandie des origines à 1552	La cour des aides de Normandie des origines à 1552	Le Pesant	Michel	MICHEL LE PESANT	Michel Le Pesant			1936	107-115	lepesant	1	500	1552				12-1934-1937	Le Pesant, Michel	193611		1936			NC		500-1552			bon état
ENCPOS_1936_13	Guillaume_de_Rochefort, conseiller de Charles_le_Téméraire et chancelier de France. Étude biographique suivie d’une notice sur Guy_de_Rochefort	Guillaume de Rochefort, conseiller de Charles le Téméraire et chancelier de France. Étude biographique suivie d’une notice sur Guy de Rochefort	Mangin	Joseph	JOSEPH MANGIN	Joseph Mangin			1936	117-123	mangin	1	1433	1492				12-1934-1937	Mangin, Joseph	193613		1936			NC		1433-1492			bon état
ENCPOS_1936_14	Le droit_privé avignonnais aux <abbr>xiv<sup>e</sup></abbr> et <abbr>xv<sup>e</sup></abbr> siècles	Le droit privé avignonnais aux xive et xve siècles	Ourliac	Paul	PAUL OURLIAC	Paul Ourliac			1936	125-133	ourliac	1	1300	1499				12-1934-1937	Ourliac, Paul	193614		1936			NC		1300-1499			bon état
ENCPOS_1936_15	Le chevalier Hector_de_Callières, gouverneur général de la Nouvelle-France (1648-1703)	Le chevalier Hector de Callières, gouverneur général de la Nouvelle-France (1648-1703)	Parent	Raymond	RAYMOND PARENT	Raymond Parent			1936	135-144	parent	1	1648	1703				12-1934-1937	Parent, Raymond	193615		1936			NC		1648-1703			bon état
ENCPOS_1936_16	Guillaume_de_Tignonville, prévôt de Paris	Guillaume de Tignonville, prévôt de Paris	Pastoureau-Level	Lise	LISE PASTOUREAU-LEVEL	Lise Pastoureau-Level			1936	145-149	pastoureau	2	1401	1408				12-1934-1937	Pastoureau-Level, Lise	193616		1936			NC		1401-1408			bon état
ENCPOS_1936_17	L’inquisiteur Nicolas_Emeric (1320-1399). Sa vie et ses œuvres	L’inquisiteur Nicolas Eymeric (1320-1399). Sa vie et ses œuvres	Ricozzi	Rocco	Rocco RICOZZI	Rocco Ricozzi			1936	151-160	ricozzi	1	1320	1399				12-1934-1937	Ricozzi, Rocco	193617		1936			NC		1320-1399			bon état
ENCPOS_1936_NEXT		pages postliminaires							1936	-161								12-1934-1937												
ENCPOS_1936_PREV		pages liminaires							1936	0-4								12-1934-1937												
ENCPOS_1937_01	La « Danse macabre ». Étude littéraire et iconographique	La « Danse macabre ». Étude littéraire et iconographique	Boucrel	Marie-Thérèse	MARIE-THÉRÈSE BOUCREL	Marie-Thérèse Boucrel			1937	5-12	boucrel	2	1300	1550				12-1934-1937	Boucrel, Marie-Thérèse	193701		1937			NC		1300-1550			bon état
ENCPOS_1937_02	La Chartreuse_d_Apponay au diocèse de Nevers (1185-1790)	La Chartreuse d'Apponay au diocèse de Nevers (1185-1790)	Charry, de	Jeanne	JEANNE DE CHARRY	Jeanne de Charry			1937	13-23	charry	2	1185	1790				12-1934-1937	Charry, de, Jeanne	193702		1937			NC		1185-1790			bon état
ENCPOS_1937_03	Le bourg Saint-Marcel à Paris des origines au <abbr>xvi<sup>e</sup></abbr> siècle	Le bourg Saint-Marcel à Paris des origines au xvie siècle	Concasty	Marie-Louise	MARIE-LOUISE CONCASTY	Marie-Louise Concasty			1937	25-37	concasty	2	0	1600				12-1934-1937	Concasty, Marie-Louise	193703		1937			NC		0-1600			bon état
ENCPOS_1937_04	Les voies de communication et la circulation dans la généralité de Lyon au <abbr>xviii<sup>e</sup></abbr> siècle	Les voies de communication et la circulation dans la généralité de Lyon au xviiie siècle	Dégros	Maurice	MAURICE DÉGROS	Maurice Dégros			1937	39-51	degros	1	1700	1799				12-1934-1937	Dégros, Maurice	193704		1937			NC		1700-1799			bon état
ENCPOS_1937_05	La culture de la vigne et le commerce des vins en Auxerrois du <abbr>xiv<sup>e</sup></abbr> au <abbr>xvi<sup>e</sup></abbr> siècle	La culture de la vigne et le commerce des vins en Auxerrois du xive au xvie siècle	Delafosse	Marcel	MARCEL DELAFOSSE	Marcel Delafosse			1937	53-58	delafosse	1	1300	1599				12-1934-1937	Delafosse, Marcel	193705		1937			NC		1300-1599			bon état
ENCPOS_1937_06	La maîtrise particulière des eaux et forêts de Comminges avant 1789	La maîtrise particulière des eaux et forêts de Comminges avant 1789	Durand-Barthez	Maurice	MAURICE DURAND-BARTHEZ	Maurice Durand-Barthez			1937	59-67	durandbarthez	1	1500	1789				12-1934-1937	Durand-Barthez, Maurice	193706		1937			NC		1500-1789			bon état
ENCPOS_1937_07	La grande Chancellerie royale sous François_I<sup>er</sup> (1515-1547)	La grande Chancellerie royale sous François Ier (1515-1547)	Durantet	Madeleine	MADELEINE DURANTET	Madeleine Durantet			1937	69-77	durantet	2	1515	1547				12-1934-1937	Durantet, Madeleine	193707		1937			NC		1515-1547			bon état
ENCPOS_1937_08	Les institutions du comté de Rethel aux <abbr>xiv<sup>e</sup></abbr> et <abbr>xiv<sup>e</sup></abbr> siècles (1328-1491)	Les institutions du comté de Rethel aux xive et xve siècles (1328-1491)	Houin	Anne-Marie	ANNE-MARIE HOUIN	Anne-Marie Houin			1937	79-86	houin	2	1328	1491				12-1934-1937	Houin, Anne-Marie	193708		1937			NC		1328-1491			bon état
ENCPOS_1937_09	Les institutions d’apanage du duché d’Orléans de 1440 à 1498	Les institutions d’apanage du duché d’Orléans de 1440 à 1498	Jarry	Bernard	BERNARD JARRY	Bernard Jarry			1937	87-93	jarry	1	1440	1498				12-1934-1937	Jarry, Bernard	193709		1937			NC		1440-1498			bon état
ENCPOS_1937_10	Poitiers et ses institutions municipales de 1380 à 1453	Poitiers et ses institutions municipales de 1380 à 1453	La Porte Du Theil, De	Pia	PIA DE LA PORTE DU THEIL	Pia de La Porte Du Theil			1937	95-101	laportedutheildepia		1380	1453				12-1934-1937	La Porte Du Theil, De, Pia 	193710		1937			NC		1380-1453			bon état
ENCPOS_1937_11	La formation du département du Finistère	La formation du département du Finistère	Le Guay	Marie-Suzanne	MARIE-SUZANNE LE GUAY	Marie-Suzanne Le Guay			1937	103-108	leguay	2	1789	1815				12-1934-1937	Le Guay, Marie-Suzanne	193711		1937			NC		1789-1815			bon état
ENCPOS_1937_12	Les cartulaires de Saint-Mesmin de Micy. Étude critique et essai de restitution	Les cartulaires de Saint-Mesmin de Micy. Étude critique et essai de restitution	Lemarignier	Marie-Marguerite	MARIE-MARGUERITE LEMARIGNIER	Marie-Marguerite Lemarignier			1937	109-113	lemarignier	2	502	1790				12-1934-1937	Lemarignier, Marie-Marguerite	193712		1937			NC		502-1790			bon état
ENCPOS_1937_13	La vie économique en Béarn au <abbr>xiv<sup>e</sup></abbr> et au <abbr>xv<sup>e</sup></abbr> siècle	La vie économique en Béarn au xive et au xve siècle	Luc	Pierre	PIERRE LUC	Pierre Luc			1937	115-124	luc	1	1300	1499				12-1934-1937	Luc, Pierre	193713		1937			NC		1300-1499			bon état
ENCPOS_1937_14	Philippe d’Evreux, roi de Navarre (1328-1343)	Philippe d’Evreux, roi de Navarre (1328-1343)	Mahn-Lot	Marianne	MARIANNE MAHN-LOT	Marianne Mahn-Lot			1937	125-136	mahn	2	1328	1343				12-1934-1937	Mahn-Lot, Marianne	193714		1937			NC		1328-1343			bon état
ENCPOS_1937_15	La_Chanson_de_Jérusalem. Étude historique et critique	La Chanson de Jérusalem. Étude historique et critique	Quioc	Suzanne	SUZANNE QUIOC	Suzanne Quioc			1937	137-143	quioc	2	1150	1250				12-1934-1937	Quioc, Suzanne	193715		1937			NC		1150-1250			bon état
ENCPOS_1937_16	Jean_II_de_Bourbon, comte de Clermont, duc de Bourbonnais et d’Auvergne et connétable de France (1426-1488)	Jean II de Bourbon, comte de Clermont, duc de Bourbonnais et d’Auvergne et connétable de France (1426-1488)	Surirey De Saint Remy, De	Henri	HENRY DE SURIREY DE SAINT REMY	Henry de Surirey de Saint Remy			1937	145-155	surireydesaintremy	1	1426	1488				12-1934-1937	Surirey De Saint Remy, De, Henri	193716		1937			NC		1426-1488			bon état
ENCPOS_1937_17	Le Vexin français sous la domination anglaise (1419-1449)	Le Vexin français sous la domination anglaise (1419-1449)	Tattegrain	Anne-Marie	ANNE-MARIE TATTEGRAIN	Anne-Marie Tattegrain			1937	157-165	tattegrain	2	1419	1449				12-1934-1937	Tattegrain, Anne-Marie	193717		1937			NC		1419-1449			bon état
ENCPOS_1937_18	Bernardus_Silvestris et sa <i>Cosmographia</i>	Bernardus Silvestris et sa Cosmographia	Vernet	André	ANDRÉ VERNET	André Vernet			1937	167-174	vernet	1	1147	1148				12-1934-1937	Vernet, André	193718		1937			NC		1147-1148			bon état
ENCPOS_1937_NEXT		pages postliminaires							1937	-175								12-1934-1937												
ENCPOS_1937_PREV		pages liminaires							1937	0-4								12-1934-1937												
ENCPOS_1938_01	La vie municipale à Aurillac de 1360 au début du <abbr>xvii<sup>e</sup></abbr> siècle	La vie municipale à Aurillac de 1360 au début du xviie siècle	Boisset	Anne-Marie	ANNE-MARIE BOISSET	Anne-Marie Boisset			1938	5-12	boisset	2	1360	1650				13-1938-1941	Boisset, Anne-Marie	193801		1938			NC		1360-1650			bon état
ENCPOS_1938_02	L’abbaye de l_île-Barbe des origines à la sécularisation du <abbr>xvi<sup>e</sup></abbr> siècle	L’abbaye de l'Île-Barbe des origines à la sécularisation du xvie siècle	Bouquet	Marie-Madeleine	MARIE-MADELEINE BOUQUET	Marie-Madeleine Bouquet			1938	13-21	bouquet	2	500	1599				13-1938-1941	Bouquet, Marie-Madeleine	193802		1938			NC		500-1599			bon état
ENCPOS_1938_03	Jean_Carondelet, agent diplomatique de Charles_le_Téméraire, chancelier de Bourgogne (1428-1501)	Jean Carondelet, agent diplomatique de Charles le Téméraire, chancelier de Bourgogne (1428-1501)	Coquibus	Geneviève	GENEVIÈVE COQUIBUS	Geneviève Coquibus			1938	23-30	coquibus	2	1428	1501				13-1938-1941	Coquibus, Geneviève	193803		1938			NC		1428-1501			bon état
ENCPOS_1938_04	Les communautés juives du Comtat-Venaissin et de l’État d’Avignon, d’après leurs statuts (1490-1790)	Les communautés juives du Comtat-Venaissin et de l’État d’Avignon, d’après leurs statuts (1490-1790)	Dianous, De	Jean	JEAN DE DIANOUS	Jean de Dianous			1938	31-36	dianous	1	1490	1790				13-1938-1941	Dianous, De, Jean	193804		1938			NC		1490-1790			bon état
ENCPOS_1938_05	Recherches sur l’histoire du livre à Tours de la fin du <abbr>xv<sup>e</sup></abbr> à la fin du <abbr>xv<sup>e</sup></abbr> siècle (1485-1588)	Recherches sur l’histoire du livre à Tours de la fin du xve à la fin du xvie siècle (1485-1588)	Guignard	Jacques	JACQUES GUIGNARD	Jacques Guignard			1938	37-44	guignard	1	1485	1588				13-1938-1941	Guignard, Jacques	193805		1938			NC		1485-1588			bon état
ENCPOS_1938_06	Étude sur le droit des assemblées françaises au début du <abbr>xiv<sup>e</sup></abbr> siècle	Étude sur le droit des assemblées françaises au début du xive siècle	Haucourt, D’	Geneviève	GENEVIÈVE D’HAUCOURT	Geneviève d’Haucourt			1938	45-51	haucourt	2	1300	1350				13-1938-1941	Haucourt, D’, Geneviève	193806		1938			NC		1300-1350			bon état
ENCPOS_1938_07	La grande pêche basque des origines à la Révolution	La grande pêche basque des origines à la Révolution	Lévi	Maxime	MAXIME LÉVI	Maxime Lévi			1938	53-62	levi	1	-500	1789				13-1938-1941	Lévi, Maxime	193807		1938			NC		-500-1789			bon état
ENCPOS_1938_08	La guerre_de_course à Saint-Malo (1681-1715)	La guerre de course à Saint-Malo (1681-1715)	Morel	Anne	ANNE MOREL	Anne Morel			1938	63-72	morel	2	1681	1715				13-1938-1941	Morel, Anne	193808		1938			NC		1681-1715			bon état
